
20/07/19,20:27,SERIAL ERROR: Not Conected,,
20/07/19,20:30,SERIAL ERROR: Not Conected,,
20/07/19,20:30,SERIAL ERROR: Not Conected,,
20/07/19,20:30,SERIAL ERROR: Not Conected,,
20/07/19,20:31,SERIAL ERROR: Not Conected,,
20/07/19,20:43,SERIAL ERROR: Not Conected,,
20/07/19,20:44,SERIAL ERROR: Not Conected,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
21/07/19,14:54,DATA ERROR,,
